grid side,n quadrants,n pairs per quadrant,n agents,mean resource capacity,max cluster size,offset,k,seed,time global,model times global,resolution times global,status global,LB global,UB global,n clusters,n agents per cluster,similarity index,cluster similarity indexes,min cluster similarity index,max mean intercluster similarity,silhouette score,cluster congestion indexes,cluster congestion indexes absolute,cluster congestion ratio max,global congestion absolute,global congestion ratio max,cross congestion absolute,cross congestion rate,cross congestion share,model times clusters,resolution times clusters,unassigned agents,final unassigned agents,model times repair,resolution times repair,final tolerance,LB heuristic,UB heuristic,time heuristic,gap,speedup
40,2,100,1000,5,500,-2,10,20,1.523822481976822,[0.3133245990611613],[1.2104978829156607],OPTIMAL,100.0,100.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.008492484912674,"[0.12291030441343406, 0.165070870649818]","[61.45515220671703, 82.535435324909]","[1.622268907563025, 1.7765734265734268]",143.99058753162606,1.7765734265734268,2.8421709430404014e-14,2.842170943040401e-17,1.9738588415693552e-16,"[0.10464550997130573, 0.23832009895704687]","[0.155420180875808, 1.393078685970977]",,,,,,100.0,100.0,2.191041984828189,0.0,0.6954784493079045
40,2,100,1000,5,500,-2,10,21,0.7456657509319484,[0.3022317790891975],[0.4434339718427509],OPTIMAL,93.0,93.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0090952609018816,"[0.1323469794094794, 0.17910602601844697]","[66.1734897047397, 89.55301300922348]","[1.6875, 2.1]",155.72650271396316,2.1,0.0,0.0,0.0,"[0.093783546006307, 0.2230474480893463]","[0.36742510995827615, 0.22705188090912998]",,,,,,93.0,93.0,1.2055024218279868,0.0,0.6185518481176038
40,2,100,1000,5,500,-2,10,22,1.452361156232655,[0.33863029605709016],[1.1137308601755649],OPTIMAL,104.0,104.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.010225875351527,"[0.1800119949494949, 0.14424590074957724]","[90.00599747474746, 72.12295037478862]","[1.95, 1.5]",162.128947849536,1.95,0.0,0.0,0.0,"[0.0981467601377517, 0.23114946787245572]","[0.27255623508244753, 0.7979334490373731]",,,,,,104.0,104.0,1.709658512379974,0.0,0.8495036556808402
40,2,100,1000,5,500,-2,10,23,0.6934554111212492,[0.30594753799960017],[0.387507873121649],OPTIMAL,110.0,110.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0107801503171745,"[0.09321310098999727, 0.15862074730824724]","[46.606550494998636, 79.31037365412362]","[1.609090909090909, 1.65]",125.91692414912224,1.65,0.0,0.0,0.0,"[0.22633061208762228, 0.09128433000296354]","[0.17838102905079722, 0.30355885392054915]",,,,,,110.0,110.0,1.094064664794132,0.0,0.6338340259364242
40,2,100,1000,5,500,-2,10,24,0.6376561040524393,[0.2933728361967951],[0.3442832678556442],OPTIMAL,114.0,114.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0063023199863273,"[0.07753378260325697, 0.1157209870443566]","[38.76689130162848, 57.8604935221783]","[1.7763285024154587, 1.8954545454545453]",96.62738482380676,1.8954545454545453,0.0,0.0,0.0,"[0.21311659505590796, 0.09178275894373655]","[0.164420299930498, 0.21739571797661483]",,,,,,114.0,114.0,0.9834379819221796,0.0,0.6483948309644377
40,2,100,1000,5,500,-2,10,25,1.9240939940791577,[0.19338975893333554],[1.7307042351458222],OPTIMAL,63.0,63.0,2,"[500, 500]",0.9999767803712276,"[0.9999505484055872, 0.9999562290748505]",0.9999505484055872,4.378019323671497e-06,0.007943438545305,"[0.1287322602624713, 0.15127887076056418]","[64.36613013123565, 75.6394353802821]","[1.7227272727272727, 1.9]",140.0055655115177,1.9,0.0,0.0,0.0,"[0.22874953993596137, 0.09141961485147476]","[0.1411603249143809, 1.1648651519790292]",,,,,,63.0,63.0,1.920454111648724,0.0,1.0018953238238582
40,2,100,1000,5,500,-2,10,26,0.4280780241824686,[0.18975977902300656],[0.2383182451594621],OPTIMAL,78.0,78.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.007451491856906,"[0.07840917536569714, 0.124179840833588]","[39.20458768284857, 62.089920416794]","[1.653846153846154, 2.0]",101.29450809964256,2.0,0.0,0.0,0.0,"[0.22200486389920115, 0.08826338406652212]","[0.11245454498566687, 0.13433762802742422]",,,,,,78.0,78.0,0.8500208067707717,0.0,0.5036088773035294
40,2,100,1000,5,500,-2,10,27,0.4660597499459982,[0.19111918797716498],[0.2749405619688332],OPTIMAL,52.0,52.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0070385630905387,"[0.12522979407073834, 0.057870812521186046]","[62.61489703536917, 28.935406260593023]","[1.6605263157894736, 1.6526315789473685]",91.5503032959622,1.6605263157894736,1.4210854715202004e-14,1.4210854715202004e-17,1.5522455091280452e-16,"[0.21723638102412224, 0.09307496203109622]","[0.18946052412502468, 0.12290559709072113]",,,,,,52.0,52.0,0.9175054153893144,0.0,0.5079640317416988
40,2,100,1000,5,500,-2,10,28,1.7815812390763313,[0.1748257630970329],[1.6067554759792984],OPTIMAL,109.0,109.0,2,"[500, 500]",0.9999999999999998,"[1.0, 1.0]",1.0,0.0,0.0116513575769277,"[0.1772182971014493, 0.21323108616529673]","[88.60914855072464, 106.61554308264837]","[1.8, 1.990909090909091]",195.22469163337308,1.990909090909091,5.684341886080804e-14,5.684341886080802e-17,2.911692080798228e-16,"[0.21228903997689486, 0.09027445106767118]","[0.7390368280466646, 1.273101327009499]",,,,,,109.0,109.0,2.607612310210243,0.0,0.6832232046537196
40,2,100,1000,5,500,-2,10,29,2.6934995141346008,[0.18179042218253016],[2.5117090919520706],OPTIMAL,85.0,85.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0069535372276597,"[0.18651876784636068, 0.04374336056026055]","[93.25938392318034, 21.871680280130274]","[1.95, 1.509090909090909]",115.13106420331064,1.95,2.8421709430404014e-14,2.842170943040401e-17,2.468639513308682e-16,"[0.21872558491304517, 0.09285998018458486]","[1.7774609180632979, 0.18274615984410048]",,,,,,85.0,85.0,2.585349668050185,0.0,1.0418318061270142
