grid side,n quadrants,n pairs per quadrant,n agents,mean resource capacity,max cluster size,offset,k,seed,time global,model times global,resolution times global,status global,LB global,UB global,n clusters,n agents per cluster,similarity index,cluster similarity indexes,min cluster similarity index,max mean intercluster similarity,silhouette score,cluster congestion indexes,cluster congestion indexes absolute,cluster congestion ratio max,global congestion absolute,global congestion ratio max,cross congestion absolute,cross congestion rate,cross congestion share,model times clusters,resolution times clusters,unassigned agents,final unassigned agents,model times repair,resolution times repair,final tolerance,LB heuristic,UB heuristic,time heuristic,gap,speedup
40,2,100,1000,5,500,-2,10,20,1.4966408798936754,[0.2955123831052333],[1.2011284967884421],OPTIMAL,100.0,100.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0078802325293299,"[0.12291030441343404, 0.16507087064981804]","[61.45515220671702, 82.53543532490902]","[1.6222689075630252, 1.7765734265734268]",143.99058753162603,1.7765734265734268,0.0,0.0,0.0,"[0.19706212589517236, 0.09591315011493862]","[0.1483995970338583, 1.3573803408071399]",,,,,,100.0,100.0,2.10278199496679,0.0,0.7117432446520984
40,2,100,1000,5,500,-2,10,21,0.7187989670783281,[0.2643136300612241],[0.45448533701710403],OPTIMAL,93.0,93.0,2,"[500, 500]",0.9999999999999998,"[1.0, 1.0]",1.0,0.0,0.0085591323374793,"[0.13234697940947943, 0.17910602601844697]","[66.17348970473971, 89.55301300922348]","[1.6875, 2.1]",155.72650271396316,2.1,0.0,0.0,0.0,"[0.08693890715949237, 0.19163433299399912]","[0.2773671050090343, 0.3629170320928097]",,,,,,93.0,93.0,1.2184979373123497,0.0,0.589905772564366
40,2,100,1000,5,500,-2,10,22,1.3273556330241263,[0.2708822430577129],[1.0564733899664134],OPTIMAL,104.0,104.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0097387937593403,"[0.14424590074957727, 0.18001199494949494]","[72.12295037478863, 90.00599747474747]","[1.5, 1.95]",162.12894784953616,1.95,5.684341886080804e-14,5.684341886080802e-17,3.506062280328308e-16,"[0.1822341859806329, 0.09313800581730902]","[0.7001717928797007, 0.241763488156721]",,,,,,104.0,104.0,1.5194924010429531,0.0,0.8735520046780442
40,2,100,1000,5,500,-2,10,23,0.7459036968648434,[0.3552431119605899],[0.3906605849042535],OPTIMAL,110.0,110.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.009971063932866,"[0.1586207473082473, 0.09321310098999727]","[79.31037365412365, 46.606550494998636]","[1.65, 1.609090909090909]",125.91692414912228,1.65,0.0,0.0,0.0,"[0.08824007795192301, 0.19873354397714138]","[0.30211314908228815, 0.2862457421142608]",,,,,,110.0,110.0,1.17628558492288,0.0,0.6341178591538607
40,2,100,1000,5,500,-2,10,24,0.6133819960523397,[0.2691251509822905],[0.34425684507004917],OPTIMAL,114.0,114.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.005775523537554,"[0.1157209870443566, 0.07753378260325695]","[57.8604935221783, 38.766891301628476]","[1.8954545454545453, 1.7763285024154587]",96.62738482380676,1.8954545454545453,0.0,0.0,0.0,"[0.08688454679213464, 0.18248912482522428]","[0.1721282689832151, 0.16707189101725817]",,,,,,114.0,114.0,0.9135985719040036,0.0,0.671391150244476
40,2,100,1000,5,500,-2,10,25,2.004402610938996,[0.27427370799705386],[1.7301289029419422],OPTIMAL,63.0,63.0,2,"[500, 500]",0.9999886850713092,"[0.9999756484523218, 0.9999788649033723]",0.9999756484523218,2.0992687096263405e-06,0.0073650936024166,"[0.12873226026247134, 0.15127887076056412]","[64.36613013123566, 75.63943538028207]","[1.7227272727272727, 1.9]",140.00556551151772,1.9,0.0,0.0,0.0,"[0.19310536491684616, 0.08668772596865892]","[0.10005491599440575, 1.6333025149069726]",,,,,,63.0,63.0,2.3150769798085093,0.0,0.8658038710681618
40,2,100,1000,5,500,-2,10,26,0.4980069170705974,[0.2662446401081979],[0.23176227696239948],OPTIMAL,78.0,78.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0069348247200956,"[0.0784091753656971, 0.12417984083358798]","[39.20458768284855, 62.08992041679399]","[1.653846153846154, 2.0]",101.29450809964254,2.0,0.0,0.0,0.0,"[0.20026694098487496, 0.08375537302345037]","[0.10225988901220262, 0.08311837399378419]",,,,,,78.0,78.0,0.7699288527946919,0.0,0.6468219956466487
40,2,100,1000,5,500,-2,10,27,0.6264106889721006,[0.35014349897392094],[0.2762671899981797],OPTIMAL,52.0,52.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0065098978597107,"[0.1252297940707383, 0.05787081252118604]","[62.614897035369154, 28.93540626059302]","[1.6605263157894736, 1.6526315789473685]",91.5503032959622,1.6605263157894736,1.4210854715202004e-14,1.4210854715202004e-17,1.5522455091280452e-16,"[0.08816049597226083, 0.1975425509735942]","[0.14921069284901023, 0.10176669200882316]",,,,,,52.0,52.0,0.8381087789312005,0.0,0.7474097691363307
40,2,100,1000,5,500,-2,10,28,1.873022026149556,[0.2634264500811696],[1.6095955760683864],OPTIMAL,109.0,109.0,2,"[500, 500]",1.0000000000000002,"[1.0, 1.0]",1.0,0.0,0.0111374137948611,"[0.17721829710144932, 0.2132310861652967]","[88.60914855072465, 106.61554308264836]","[1.8, 1.990909090909091]",195.2246916333732,1.990909090909091,1.1368683772161605e-13,1.1368683772161603e-16,5.8233841615964555e-16,"[0.08141428115777671, 0.18835487100295722]","[0.7326113758608699, 0.46079203579574823]",,,,,,109.0,109.0,1.765695790760219,0.0,1.0607841033268408
40,2,100,1000,5,500,-2,10,29,2.75599342235364,[0.2736725371796638],[2.4823208851739764],OPTIMAL,85.0,85.0,2,"[500, 500]",1.0,"[1.0, 1.0]",1.0,0.0,0.0064625218413433,"[0.1865187678463607, 0.043743360560260555]","[93.25938392318035, 21.871680280130278]","[1.95, 1.509090909090909]",115.13106420331066,1.95,2.8421709430404014e-14,2.842170943040401e-17,2.4686395133086816e-16,"[0.18337365705519915, 0.08910588407889009]","[1.9564754508901387, 0.10020017786882818]",,,,,,85.0,85.0,2.6249897738453,0.0,1.049906346231755
