grid side,n quadrants,n pairs per quadrant,n agents,mean resource capacity,max cluster size,offset,k,seed,time global,model times global,resolution times global,status global,LB global,UB global,n clusters,n agents per cluster,similarity index,cluster similarity indexes,min cluster similarity index,max mean intercluster similarity,silhouette score,cluster congestion indexes,cluster congestion indexes absolute,cluster congestion ratio max,global congestion absolute,global congestion ratio max,cross congestion absolute,cross congestion rate,cross congestion share,normalized macro components,max eigengap,clustering distortion ratio,absorption rate,forced fragmentation,model times clusters,resolution times clusters,unassigned agents,final unassigned agents,model times repair,resolution times repair,final tolerance,LB heuristic,UB heuristic,status heuristic,time heuristic,gap,speedup
60,9,150,6750,9,600,1,10,1621,58.12197458650917,[2.127809996716678],[55.99416458979249],OPTIMAL,311.0,311.0,16,"[595, 580, 545, 535, 515, 510, 470, 430, 415, 360, 325, 315, 310, 190, 180, 475]",0.7958860213075131,"[0.8071914346572917, 0.7738154090770528, 0.8008453016897332, 0.7311088758550746, 0.7276905897316737, 0.7732392625898333, 0.6334692615534747, 0.5466450267266912, 0.7146006913045613, 0.5508646772181297, 0.5776772227972425, 0.6360743100350099, 0.49272769813543726, 0.5074113111926981, 0.43547599684215127, 0.44027185391060975]",0.4354759968421512,0.0393884365308541,0.0042617968416241,"[0.2348438904386851, 0.19416711871757966, 0.17839056161598635, 0.112539757975413, 0.07698886769023178, 0.27086868475651454, 0.1500073500108733, 0.08847048794797996, 0.1380150376894041, 0.10408370563615131, 0.12105662873673007, 0.09831762258533316, 0.08808372325392473, 0.10156823366067784, 0.09162863580389116, 0.13239724767883432]","[139.73211481101762, 112.61692885619621, 97.22285608071256, 60.20877051684596, 39.64926686046937, 138.14302922582243, 70.50345450511045, 38.042309817631384, 57.276240641102696, 37.470134029014474, 39.34340433943727, 30.97005111437995, 27.305954208716667, 19.29796439552879, 16.49315444470041, 62.888692647446305]","[2.222877853667011, 1.9470109806617302, 1.8748994628594438, 2.169756099343815, 2.1258958026388672, 2.2376425530299286, 1.8537842848365809, 1.5653382136274356, 2.5628582686372923, 2.567435981712404, 1.764483295323835, 1.4942437733463496, 1.8287835352308668, 1.9326883932361092, 1.7211151780228633, 2.2442230356045725]",1353.4009522004555,2.567435981712404,366.2366257063229,0.0542572778824182,0.2706046756584578,0.0625,249.20007707548496,0.8125,0.08888888888888889,0.8653846153846154,"[0.715276307426393, 0.11118170339614153, 0.11092154774814844, 0.08546286541968584, 0.09840466640889645, 0.09188589174300432, 0.0823616599664092, 0.09358473680913448, 0.07526558544486761, 0.657723412849009, 0.06381487473845482, 0.06616532988846302, 0.06730777211487293, 0.05027772765606642, 0.035631594248116016, 0.10121784638613462]","[0.12838228791952133, 0.09766445402055979, 0.0841374360024929, 0.05362262763082981, 0.05263946298509836, 0.09310742933303118, 0.07387866917997599, 0.046701885759830475, 0.0552070178091526, 0.027893567457795143, 0.031211555004119873, 0.031841917894780636, 0.030580254271626472, 0.01755064446479082, 0.01533137820661068, 0.04325260780751705]","[994, 1933, 2885, 3862]",3862.0,"[0.25030866265296936, 1.7406562203541398, 1.8290875041857362, 2.354920618236065]","[0.005315226502716541, 0.1646677339449525, 0.17155548557639122, 2.068721190094948]",3.0,385.0,385.0,OPTIMAL,16.064390092156827,23.79421221864952,3.6180629487381695
60,9,150,6750,9,600,1,10,1622,6.4468007339164615,[1.755901944823563],[4.690898789092898],OPTIMAL,328.9999998039417,328.9999998039417,15,"[580, 560, 540, 540, 535, 515, 485, 435, 415, 390, 360, 340, 330, 250, 475]",0.8455648573754148,"[0.8648914852579498, 0.8134984168219068, 0.8544558176547328, 0.8123412078804852, 0.7525817353308867, 0.8123036750696071, 0.8075883276822744, 0.6446436194384205, 0.46131875298681546, 0.6652379365535775, 0.6967353943338898, 0.6969312641057551, 0.578444980729971, 0.5952145674798478, 0.5082706751517123]",0.4613187529868154,0.0425767596825588,0.0031313652908099,"[0.33227702204383985, 0.3505360702745209, 0.18572532726274874, 0.29380746911765737, 0.14770929178140385, 0.19429075898264306, 0.20529847139533824, 0.14344959745806343, 0.06959324863486806, 0.18808884353502933, 0.17074552011243624, 0.195008716477535, 0.0673083781180552, 0.08381152855842251, 0.08389696332877034]","[192.72067278542713, 196.3001993537317, 100.29167672188431, 158.65603332353498, 79.02447110305106, 100.05974087606117, 99.56975862673904, 62.40057489425759, 28.881198183470243, 73.35464897866144, 61.46838724047705, 66.3029636023619, 22.21176477895822, 20.952882139605627, 39.85105758116591]","[2.6607820466500716, 2.7047806246160038, 1.881672767034295, 2.221763008534093, 1.7980073204411535, 2.413064186124392, 2.24701098066173, 1.8465035783452912, 2.0191224984640166, 2.1426096097974745, 1.8833789739415596, 2.0816727670342945, 2.091234016266303, 1.7263495388858072, 2.1683561625992924]",1570.3569585735324,2.844223035604572,268.3109283841452,0.0397497671680215,0.1708598334404811,0.0666666666666666,145.14495945817248,1.3333333333333333,0.08888888888888889,0.5625,"[0.6999019114300609, 0.10284121800214052, 0.106252895668149, 0.10149650741368532, 0.10050455946475267, 0.09952247608453035, 0.09938377235084772, 0.08615833427757025, 0.08438302204012871, 0.6732225259765983, 0.06147382501512766, 0.054137881845235825, 0.07104618195444345, 0.05984623450785875, 0.11242470610886812]","[0.1730600018054247, 0.12958131451159716, 0.08575775194913149, 0.09644057601690292, 0.06574324704706669, 0.09463292919099331, 0.06930012069642544, 0.0449910806491971, 0.031379055231809616, 0.0387595072388649, 0.03686523996293545, 0.03867209516465664, 0.028232370503246784, 0.030349201522767544, 0.0388901736587286]","[858, 1798, 2747]",2747.0,"[0.2667727470397949, 1.7272880570963025, 1.841273220255971]","[0.006465211510658264, 0.16018721275031567, 0.8005650397390127]",2.0,443.0,443.0,OPTIMAL,12.33045929670334,34.650456007292824,0.5228354093541409
60,9,150,6750,9,600,1,10,1623,17.03262732550502,[1.7684726687148213],[15.264154656790197],OPTIMAL,344.0,344.0,16,"[600, 600, 535, 520, 520, 475, 450, 370, 360, 350, 340, 335, 330, 300, 270, 395]",0.8117843227695704,"[0.8439606759020448, 0.8905698870580963, 0.8084817836592644, 0.62051464795948, 0.741742641849074, 0.7080737058785097, 0.6986163983085787, 0.5425043448534739, 0.6523597698254778, 0.6444854356526691, 0.5356772337425967, 0.4856723433104788, 0.6543161005887935, 0.5708589232433271, 0.69655656353119, 0.44424716707462975]",0.4442471670746297,0.0507647654081397,0.0031160674731469,"[0.15592728831671965, 0.30932261442982917, 0.14242876151196449, 0.13451823863257226, 0.2223955808372874, 0.149825763324649, 0.173985339688594, 0.10381307934522219, 0.08109895143671052, 0.17324871109890355, 0.07406464169143039, 0.07398582074856272, 0.15314582634924304, 0.11445068175294097, 0.1582252292813793, 0.09955335125040884]","[93.55637299003179, 185.5935686578975, 76.199387408901, 69.94948408893757, 115.64570203538945, 71.16723757920828, 78.2934028598673, 38.41083935773221, 29.19562251721579, 60.63704888461624, 25.181978175086332, 24.78524995076851, 50.5381226952502, 34.33520452588229, 42.72081190597241, 39.323573743911496]","[1.858564909452585, 2.3796800874754482, 1.8579986836676035, 2.0191224984640166, 2.158564909452585, 1.9718815138875876, 1.8653382136274357, 1.9509963397794234, 1.8605575890114312, 1.7386225093416723, 1.5143418738480123, 1.9092784062803632, 1.9691035923162155, 1.7306764272548711, 2.2969570449397785, 1.8027879450571576]",1357.8629019521948,2.379680087475448,322.3292945755263,0.0477524880852631,0.2373798519069025,0.0625,99.21165896364258,0.9375,0.08888888888888889,0.75,"[0.1435282090678811, 0.12378898449242115, 0.11063814908266068, 0.10334023460745811, 0.7092171842232347, 0.09273138083517551, 0.08793757203966379, 0.07557203155010939, 0.06747071631252766, 0.0629962645471096, 0.07958077546209097, 0.07392346207052469, 0.06678865198045969, 0.0629341509193182, 0.05458938889205456, 0.10014320351183414]","[0.0948515310883522, 0.3225259790197015, 0.08374198712408543, 0.063392398878932, 0.06471187528222799, 0.07520877290517092, 0.08045751880854368, 0.05037470441311598, 0.03439484257251024, 0.04191078059375286, 0.03282778803259134, 0.022786732763051987, 0.048534476198256016, 0.029627328738570213, 0.02783993724733591, 0.036659699864685535]","[959, 1868, 2807, 3797, 4832, 5958]",5958.0,"[0.7090024277567863, 1.7731332452967763, 1.9063001051545143, 1.924811016768217, 1.9202017290517688, 2.4897407153621316]","[0.006661717779934406, 0.15557508822530508, 0.16843509022146463, 0.7452966626733541, 0.8657089015468955, 12.205079236999154]",5.0,345.0,345.0,OPTIMAL,32.65815302822739,0.2906976744186046,0.5215428842771122
60,9,150,6750,9,600,1,10,1624,4.784383157268167,[1.7521120021119714],[3.032271155156195],OPTIMAL,318.0,318.0,17,"[565, 535, 510, 485, 480, 460, 375, 370, 360, 350, 345, 330, 320, 300, 290, 235, 440]",0.806000125969464,"[0.8203906674128735, 0.5977405805333198, 0.7851817792733581, 0.6633449029901832, 0.759334337915644, 0.7424963503377952, 0.7161580800307438, 0.6671678628189003, 0.6319323741932417, 0.7079110841296054, 0.6505867166364452, 0.6623452776478681, 0.5442474373482206, 0.6586125759733988, 0.5404769896707979, 0.5693798465785571, 0.5407048842088985]",0.5404769896707979,0.0592699822104296,0.0042631607584921,"[0.19730634563901045, 0.09602207071399914, 0.24614750321835427, 0.11421772452573566, 0.14674006090865507, 0.14905139276270818, 0.20313143021872176, 0.2206997601071336, 0.13332910689729086, 0.17265294580010032, 0.17922112319895794, 0.1635576609285698, 0.09019861221638033, 0.1462973991739614, 0.09264804353274395, 0.16973995570184586, 0.14204651744394828]","[111.47808528604091, 51.371807831989535, 125.53522664136068, 55.395596394981794, 70.43522923615444, 68.56364067084576, 76.17428633202066, 81.65891123963944, 47.99847848302471, 60.42853103003512, 61.83128750364049, 53.97402810642804, 28.863555909241704, 43.88921975218842, 26.867932624495744, 39.888889589933775, 62.50046767533724]","[1.8163345534068587, 1.865338213627436, 2.4767872526213504, 1.9530275921830522, 2.6239031230800207, 1.9839340233526221, 2.0422303560457262, 2.9671609408447686, 1.8223704513505716, 2.193507723926826, 2.140706969282636, 2.6394809838333506, 1.8605575890114316, 2.163345534068589, 1.8537842848365809, 2.0671008892715834, 2.288387043311645]",1357.2518235097143,2.967160940844769,290.3966492023558,0.0430217258077564,0.2139592993518371,0.0588235294117647,117.10450819548709,1.2352941176470589,0.08888888888888889,0.5357142857142857,"[0.6951171439141035, 0.12189892027527094, 0.09077399969100952, 0.09261725470423698, 0.10113886091858149, 0.09008245915174484, 0.06807654444128275, 0.07249293103814125, 0.06982514448463917, 0.07104719430208206, 0.6661047982051969, 0.08688521105796099, 0.06340681668370962, 0.059321170672774315, 0.05359743535518646, 0.05124761164188385, 0.09421587269753218]","[0.08086451794952154, 0.05381105933338404, 0.09167832136154175, 0.05526322405785322, 0.07417110726237297, 0.04648802801966667, 0.04193303547799587, 0.04145660251379013, 0.04191325046122074, 0.041943795047700405, 0.05657986644655466, 0.04057137295603752, 0.03385373204946518, 0.03415613994002342, 0.02715291455388069, 0.021608591079711914, 0.04190753307193518]","[1025, 1914, 2835, 3811]",3811.0,"[0.2882363609969616, 1.7674574786797166, 1.857517053373158, 2.3771146703511477]","[0.0064638229086995125, 0.15604199841618538, 0.1666036006063223, 1.2704779747873545]",3.0,381.0,381.0,OPTIMAL,15.41619610413909,19.81132075471698,0.3103478396972136
40,2,130,1300,9,780,2,10,1625,0.4458856787532568,[0.24307320266962051],[0.20281247608363628],OPTIMAL,43.0,43.0,2,"[675, 625]",0.9322219922440168,"[0.8728699822932218, 0.8732265249746437]",0.8728699822932218,0.0069071398661907,0.0041271714613767,"[0.10767711978106972, 0.10456345441199812]","[72.68205585222206, 65.35215900749883]","[2.2354570518708754, 2.4002592618795315]",150.99169315201146,2.4002592618795315,12.957478292290574,0.0099672909940696,0.0858158354391043,0.5,233.1159704839386,3.0,0.6,0.2777777777777778,"[0.30366002675145864, 0.11764865182340145]","[0.1389191448688507, 0.08525774534791708]","[53, 130, 217]",217.0,"[0.014059871435165405, 0.09767523221671581, 0.11859512981027365]","[0.0006404398009181023, 0.008460359647870064, 0.027264698408544064]",2.0,57.0,57.0,OPTIMAL,1.7434331281110644,32.55813953488372,0.2557515235679586
40,2,130,1300,9,780,2,10,1626,0.6005746722221375,[0.3850813042372465],[0.21549336798489094],OPTIMAL,38.0,38.0,2,"[680, 620]",0.9502558599022168,"[0.9141093245246985, 0.894293576161822]",0.894293576161822,0.0048697438253354,0.0039458069178331,"[0.11670779942105837, 0.07409151803304176]","[79.3613036063197, 45.93674118048589]","[2.049502240894756, 1.7166665579418274]",130.30621761065132,2.049502240894756,5.00817282384574,0.0038524406337274,0.0384338745735946,0.5,164.24671974091316,0.5,0.6,1.6666666666666667,"[0.3073647553101182, 0.12316120136529207]","[0.08729478251188993, 0.08890493214130402]","[23, 96]",96.0,"[0.00889965146780014, 0.0987247209995985]","[0.0007119448855519295, 0.015760294161736965]",1.0,44.0,44.0,OPTIMAL,1.465357776731253,15.789473684210526,0.4098484900812609
40,2,130,1300,9,780,2,10,1627,0.6238286308944225,[0.37370430678129196],[0.25012432411313057],OPTIMAL,49.0,49.0,2,"[650, 650]",0.9775764611875232,"[0.9555583343222287, 0.9566998103265796]",0.9555583343222288,0.0023057716578169,0.0033819590523473,"[0.11277236641044254, 0.1144394392074376]","[73.30203816678765, 74.38563548483444]","[2.5239031230800206, 1.9470109806617302]",150.99443792417085,2.5239031230800206,3.3067642725487474,0.0025436648250374,0.0218999078243365,0.5,77.93508203421212,0.5,0.6,1.6666666666666667,"[0.16509242542088032, 0.2734172819182277]","[0.11340121366083622, 0.09144455939531326]","[27, 94]",94.0,"[0.012322410009801388, 0.08162418380379677]","[0.0005560498684644699, 0.0094826128333807]",1.0,54.0,54.0,OPTIMAL,1.4896786073222756,10.20408163265306,0.4187672614939177
40,2,130,1300,9,780,2,10,1628,0.6182073820382357,[0.38153624534606934],[0.23667113669216633],OPTIMAL,74.0,74.0,2,"[650, 650]",0.9581957193547918,"[0.9181974247874822, 0.921237772077659]",0.9181974247874822,0.0043654254131588,0.0034514673464551,"[0.14581376678810729, 0.13662624564820325]","[94.77894841226974, 88.80705967133211]","[2.117042866882452, 2.8066177719270664]",189.61388753417344,2.8066177719270664,6.027879450571589,0.0046368303465935,0.0317902846090501,0.5,147.55137896476742,0.5,0.6,1.6666666666666667,"[0.30081778950989246, 0.1237367196008563]","[0.12352831847965717, 0.08657028991729021]","[41, 118]",118.0,"[0.011812591925263405, 0.22724933549761772]","[0.0007345797494053841, 0.01236147340387106]",1.0,83.0,83.0,OPTIMAL,1.629389046691358,12.16216216216216,0.3794105424321891
40,2,130,1300,9,780,2,10,1629,0.6144500998780131,[0.38095072750002146],[0.23349937237799168],OPTIMAL,48.0,48.0,2,"[665, 635]",0.9179390291641966,"[0.8602885384373378, 0.8341199407185395]",0.8341199407185395,0.0081876722883741,0.0049836979647356,"[0.13709162772254566, 0.12140446303274537]","[91.16593243549286, 77.0918340257933]","[1.8027879450571578, 1.995219375383996]",190.91390271877785,1.995219375383996,22.65613625749168,0.0174277971211474,0.1186720083489477,0.5,276.59594524585685,4.5,0.6,0.1851851851851852,"[0.310007032006979, 0.1264898795634508]","[0.08768968097865582, 0.08853355050086975]","[65, 181, 316, 450]",450.0,"[0.01902955025434494, 0.2784843696281314, 0.17126750387251377, 0.31535392813384533]","[0.000662975013256073, 0.014684456400573254, 0.0158621147274971, 0.059549227356910706]",3.0,54.0,54.0,OPTIMAL,2.333605071529746,12.5,0.2633050927829974
40,2,130,1300,9,780,2,10,1630,0.6053214306011796,[0.39806173741817474],[0.20725969318300486],OPTIMAL,33.0,33.0,2,"[670, 630]",0.9580878088033368,"[0.9344364796453628, 0.8959094729644197]",0.8959094729644197,0.0045958719723745,0.0053170002891208,"[0.1522870328533045, 0.09103122190966233]","[102.03231201171401, 57.34966980308727]","[2.3701188382434397, 2.091234016266303]",171.84850102237488,2.37011883824344,12.466519207573583,0.0095896301596719,0.0725436598709574,0.5,155.19340476314343,2.0,0.6,0.4166666666666667,"[0.158289079554379, 0.29552391823381186]","[0.12114590592682362, 0.09022322576493025]","[29, 94]",94.0,"[0.008557168766856194, 0.08306120708584785]","[0.0003903461620211601, 0.010934813879430294]",1.0,45.0,45.0,OPTIMAL,1.4966446561738849,36.36363636363637,0.4044523381713471
40,2,130,1300,9,780,2,10,1631,0.6293274881318212,[0.38892785646021366],[0.2403996316716075],OPTIMAL,40.0,40.0,2,"[650, 650]",0.9192634680573222,"[0.8526161718648175, 0.8485069256509653]",0.8485069256509653,0.0084303647249838,0.0058608102617627,"[0.10908491082905683, 0.12361175880411136]","[70.90519203888694, 80.34764322267239]","[2.2864533916502987, 2.240440354068111]",164.4304380817686,2.2864533916502987,13.177602820209271,0.0101366175540071,0.0801408971104007,0.5,284.94632770445475,6.0,0.6,0.1388888888888889,"[0.30999438744038343, 0.13204845506697893]","[0.09021221101284027, 0.09753070026636124]","[82, 201, 335, 474]",474.0,"[0.03197796922177076, 0.17240616586059332, 0.3451383477076888, 0.2083222959190607]","[0.0009105373173952103, 0.01550485659390688, 0.018656729720532894, 0.07944475021213293]",3.0,49.0,49.0,OPTIMAL,2.512735955417156,22.5,0.2504550813526852
40,2,130,1300,9,780,2,10,1632,0.6276502031832933,[0.378668955527246],[0.24898124765604734],OPTIMAL,29.0,29.0,2,"[680, 620]",0.9673044111651684,"[0.9324120230150194, 0.9404394428972809]",0.9324120230150194,0.0035114285963847,0.0038621680410309,"[0.09197596857655295, 0.1586238784416532]","[62.543658632056, 98.34680463382499]","[1.9095612492320082, 2.163345534068589]",168.37345386350594,2.163345534068589,7.482990597624962,0.0057561466135576,0.0444428169992087,0.5,118.43346369886626,4.0,0.6,0.20833333333333334,"[0.31316602788865566, 0.1109970211982727]","[0.09188368357717991, 0.09954878780990839]","[39, 115, 201, 298]",298.0,"[0.14428957644850016, 0.09826877433806658, 0.10915967356413603, 0.26417749747633934]","[0.0005059745162725449, 0.009790994226932526, 0.013029777444899082, 0.02688043937087059]",3.0,31.0,31.0,OPTIMAL,2.09716007206589,6.896551724137931,0.299285787262296
40,2,130,1300,9,780,2,10,1633,0.6344103422015905,[0.40042637288570404],[0.2339839693158865],OPTIMAL,38.0,38.0,2,"[670, 630]",0.9624281145036572,"[0.928555922517043, 0.9265714683615981]",0.926571468361598,0.0035692632748496,0.0045088591385147,"[0.10917021557051029, 0.09810144455539882]","[73.1440444322419, 61.80391006990126]","[1.9918330070430472, 1.658564909452585]",139.5291061188405,1.9918330070430472,4.581151616697355,0.0035239627820748,0.0328329460719302,0.5,120.5268822651236,0.5,0.6,1.6666666666666667,"[0.1634953459724784, 0.2913155322894454]","[0.10961014311760664, 0.09683368261903524]","[48, 140, 233]",233.0,"[0.016281595453619957, 0.11546715814620256, 0.2904321178793907]","[0.0005911104381084442, 0.010767560452222824, 0.03414287604391575]",2.0,48.0,48.0,OPTIMAL,1.9166441336274147,26.31578947368421,0.3310005916439554
40,2,130,1300,9,780,2,10,1634,0.8845002735033631,[0.5573966950178146],[0.3271035784855485],OPTIMAL,83.0,83.0,2,"[650, 650]",0.9450599992722184,"[0.9012610164849131, 0.889794559568682]",0.889794559568682,0.0063853780485335,0.0024934973258631,"[0.16891563904346366, 0.12767857307072034]","[109.79516537825137, 82.99107249596821]","[1.9748994628594438, 1.9598059812100874]",211.00782826015072,2.0143455035479487,18.221590385931137,0.0140166079891777,0.0863550444364531,0.5,215.8257780404325,0.5,0.6,1.6666666666666667,"[0.16034147143363953, 0.2888932218775153]","[0.10744872875511646, 0.11977380979806185]","[43, 137]",137.0,"[0.017853316850960255, 0.12207930721342564]","[0.0006585633382201195, 0.019588008522987366]",1.0,99.0,99.0,OPTIMAL,1.605734247714281,19.27710843373494,0.5508385181186894
40,4,130,2600,9,780,2,10,1635,3.230077979154885,"[0.6436535753309727, 1.1271639838814735]","[0.3239249223843217, 1.135335497558117]",OPTIMAL,140.0,140.0,4,"[675, 670, 670, 585]",0.9551347686015428,"[0.8928386146195018, 0.9412432888365984, 0.9340774014568817, 0.8882372627861109]",0.8882372627861109,0.0055322367749544,0.0038888463637429,"[0.15371165755789395, 0.1880777540705881, 0.19488083330004582, 0.19014474217178204]","[103.75536885157841, 126.01209522729403, 130.5701583110307, 111.2346741704925]","[2.442230356045726, 2.378455374197484, 2.6637653881673016, 2.3715601558557475]",479.60215331914566,2.6637653881673016,8.029856758750043,0.003088406445673,0.0167427454258945,0.25,116.72576418349976,0.5,0.3,1.6666666666666667,"[0.41951342578977346, 0.1852582460269332, 0.16858534514904022, 0.3530981559306383]","[0.1913084415718913, 0.23457584902644157, 0.22286894917488098, 0.17121855355799198]","[72, 295]",295.0,"[0.03219430893659592, 0.35603474732488394]","[0.0008229892700910568, 0.0689682150259614]",1.0,156.0,156.0,OPTIMAL,3.60366006474942,11.428571428571429,0.8963325955050891
40,4,130,2600,9,780,2,10,1636,1.5769355800002811,[0.48628303594887257],[1.0906525440514088],OPTIMAL,135.0,135.0,4,"[765, 745, 580, 510]",0.9355205662858452,"[0.874352448376215, 0.9190462261249912, 0.8393354363162643, 0.8454575602443581]",0.8393354363162643,0.0045038735438538,0.0038097825172212,"[0.18408841360641323, 0.2609374290318005, 0.10325334785331326, 0.11843377897302057]","[140.82763640890613, 194.3983846286914, 59.88694175492169, 60.40122727624049]","[2.4191224984640165, 2.4236574624428675, 1.8306764272548715, 1.894209802589808]",484.8908524880764,2.4236574624428675,29.37666241931663,0.0112987163151217,0.0605840722061846,0.25,115.90584888068636,1.5,0.3,0.5555555555555556,"[0.18219454400241375, 0.13285552617162466, 0.36733587458729744, 0.09171725437045097]","[0.15633305627852678, 0.27882955875247717, 0.0764042055234313, 0.0527426665648818]","[155, 415, 689]",689.0,"[0.045524366199970245, 0.318475816398859, 0.37027433793991804]","[0.00147965457290411, 0.030858434736728668, 0.1020091800019145]",2.0,165.0,165.0,OPTIMAL,3.6955764992162585,22.22222222222222,0.4267089533486077
40,4,130,2600,9,780,2,10,1637,1.4347621593624351,[0.8275527143850923],[0.6072094449773431],OPTIMAL,89.0,89.0,5,"[675, 585, 515, 485, 340]",0.8854216590232006,"[0.8320120467221506, 0.8388638078386749, 0.7929739444157026, 0.879452096102708, 0.6179276717812902]",0.6179276717812902,0.0253943079195315,0.0045807877618005,"[0.14107411040258672, 0.12252456698287155, 0.2303892763622273, 0.10361551243314275, 0.12691746439527332]","[95.22502452174604, 71.67687168497986, 118.65047732654706, 50.25352353007423, 43.15193789439293]","[2.1422303560457268, 2.1308692488550784, 2.5302854538022226, 2.091234016266303, 2.9470109806617306]",438.5355940213407,2.9470109806617306,59.57775906360058,0.0229145227167694,0.1358561536981316,0.2,173.5776994537191,1.0,0.3,0.6666666666666667,"[0.16717014648020267, 0.36090123653411865, 0.08403422683477402, 0.0797252506017685, 0.07369635440409184]","[0.09577522985637188, 0.07155756838619709, 0.06451961025595665, 0.08996506873518229, 0.029083359986543655]","[214, 512, 830]",830.0,"[0.06359541974961758, 0.5695344367995858, 0.6281750435009599]","[0.0015986599028110504, 0.03828609175980091, 0.15983763244003057]",2.0,135.0,135.0,OPTIMAL,3.958466944284737,51.68539325842696,0.3624539953362387
40,4,130,2600,9,780,2,10,1638,1.4172574933618307,[0.8590113455429673],[0.5582461478188634],OPTIMAL,95.0,95.0,4,"[740, 680, 595, 585]",0.9298424900812148,"[0.8937858890969029, 0.8789328570442461, 0.8539138003111515, 0.8430460033557199]",0.8430460033557199,0.0055552455579881,0.004298716036101,"[0.11727362719393873, 0.18606412828066818, 0.1336990758611186, 0.12468116371766137]","[86.78248412351466, 126.52360723085435, 79.55095013736556, 72.9384807748319]","[2.0812966525283616, 1.9706731225428116, 1.8980073204411536, 2.06283813175215]",393.19311360851,2.134949649554436,27.39759134194356,0.0105375351315167,0.0696797334277649,0.25,122.51339183636397,2.25,0.3,0.3703703703703704,"[0.17930511943995953, 0.38113406486809254, 0.10353579372167587, 0.10294267535209656]","[0.13363333232700825, 0.12867835722863674, 0.06927095726132393, 0.05751909129321575]","[135, 358, 613]",613.0,"[0.03815890569239855, 0.46449496410787106, 0.30925795529037714]","[0.001140860840678215, 0.02607543393969536, 0.09377993643283844]",2.0,118.0,118.0,OPTIMAL,3.3237542835995555,24.21052631578948,0.4264026075438317
40,4,130,2600,9,780,2,10,1639,1.3959209881722927,[0.69783038739115],[0.6980906007811427],OPTIMAL,148.0,148.0,5,"[630, 610, 565, 500, 295]",0.8994758855366568,"[0.9119588173914819, 0.8855286147174645, 0.8650805635762014, 0.7178013890829947, 0.5186928701895697]",0.5186928701895697,0.0239416678878928,0.0040270912718361,"[0.30415569631094663, 0.10228667923068688, 0.16317501051788053, 0.11272418005377369, 0.03853336629481664]","[191.6180886758964, 62.394874330719, 92.1938809426025, 56.36209002688685, 11.36734305697091]","[2.8473902344134787, 2.0291630419478133, 1.8701188382434395, 1.8278884821977137, 1.4615635720020506]",462.8532425167924,2.8473902344134787,48.91696548371675,0.0188142174937372,0.1056856925482948,0.2,198.1336346407873,0.2,0.3,3.3333333333333335,"[0.14307510014623404, 0.12579612247645855, 0.35907529946416616, 0.09806103818118572, 0.06927038542926311]","[0.32817014772444963, 0.08099342789500952, 0.08143069222569466, 0.0693858191370964, 0.02698222454637289]","[229, 513, 819]",819.0,"[0.06525791622698307, 0.5799367912113667, 0.4283805228769779]","[0.0016735680401325226, 0.0541453929618001, 0.16341379471123219]",2.0,191.0,191.0,OPTIMAL,4.022714375518262,29.054054054054053,0.3470097197722248
40,4,130,2600,9,780,2,10,1640,1.286529602482915,[0.7055320125073195],[0.5809975899755955],OPTIMAL,114.0,114.0,5,"[610, 590, 525, 475, 400]",0.8843413427374994,"[0.9035593261264337, 0.8529989364745264, 0.8603233187748337, 0.6587792449614187, 0.619762609727679]",0.619762609727679,0.0209655562313239,0.002890698253445,"[0.21504411613825722, 0.07594887296641598, 0.2279641916024999, 0.07147899940928926, 0.11428526450086725]","[131.1769108443369, 44.80983505018543, 119.68120059131245, 33.952524719412395, 45.7141058003469]","[2.2980073204411533, 1.8057368085886314, 2.058564909452585, 1.6879386688927063, 1.73194623671559]",426.6133801058386,2.2980073204411533,51.2788031002446,0.0197226165770171,0.120199706552576,0.2,248.02374002680688,2.6,0.3,0.25641025641025644,"[0.15785062965005636, 0.39142324961721897, 0.09523358102887869, 0.08527234755456448, 0.08228297345340252]","[0.07695977855473757, 0.08143533766269684, 0.08732672408223152, 0.05572557356208563, 0.032647859305143356]","[229, 520, 839]",839.0,"[0.06570461485534906, 0.5827985787764192, 0.6463070260360837]","[0.0017034392803907394, 0.0394131513312459, 0.12641189713031054]",2.0,154.0,154.0,OPTIMAL,4.152426381595433,35.08771929824562,0.3098259870867616
40,4,130,2600,9,780,2,10,1641,1.2712799804285169,[0.696494254283607],[0.5747857261449099],OPTIMAL,135.0,135.0,4,"[695, 640, 640, 625]",0.9341359308299434,"[0.9023210174575033, 0.8505481784456895, 0.9239404254459826, 0.813174543188931]",0.813174543188931,0.0069682997743095,0.0035567171469804,"[0.1420033216561966, 0.1425821781346362, 0.2572849512790499, 0.11262073331006227]","[98.69230855105664, 91.25259400616717, 164.66236881859191, 70.38795831878892]","[2.3561436774768283, 2.2258958026388673, 2.458944163204334, 3.1052955830263516]",455.9351178267703,3.105295583026352,30.939888132165663,0.0118999569739098,0.0678602874013605,0.25,176.15753866966372,4.25,0.3,0.19607843137254902,"[0.16929382644593716, 0.1226036474108696, 0.10084809176623821, 0.4066329747438431]","[0.11517219059169292, 0.11713462695479393, 0.17149588093161583, 0.08592844940721989]","[145, 366, 627, 901]",901.0,"[0.042560357600450516, 0.3064426928758621, 0.567691270262003, 0.8183303140103817]","[0.0010613761842250824, 0.027757209725677967, 0.03468875493854284, 0.12043181620538235]",3.0,152.0,152.0,OPTIMAL,4.615622310899198,12.592592592592592,0.2754298109328731
