grid side,n quadrants,n pairs per quadrant,n agents,mean resource capacity,max cluster size,offset,k,seed,time global,model times global,resolution times global,status global,LB global,UB global,n clusters,n agents per cluster,similarity index,cluster similarity indexes,min cluster similarity index,max mean intercluster similarity,silhouette score,cluster congestion indexes,cluster congestion indexes absolute,cluster congestion ratio max,global congestion absolute,global congestion ratio max,cross congestion absolute,cross congestion rate,cross congestion share,normalized macro components,max eigengap,clustering distortion ratio,absorption rate,forced fragmentation,model times clusters,resolution times clusters,unassigned agents,final unassigned agents,model times repair,resolution times repair,final tolerance,LB heuristic,UB heuristic,status heuristic,time heuristic,gap,speedup
40,2,150,1500,8,750,2,10,3354,0.9619041923433542,[0.44441837538033724],[0.517485816963017],OPTIMAL,96.0,96.0,3,"[710, 540, 250]",0.8753389341610466,"[0.9001510782039098, 0.7626677096371844, 0.5157525653472913]",0.5157525653472913,0.0415225925864674,0.0028175577894403,"[0.253814214201682, 0.18018884609482766, 0.16042804942875508]","[180.2080920831942, 97.30197689120693, 40.10701235718877]","[2.7211151780228633, 2.0144367989400194, 2.163345534068589]",376.3804303924009,2.721115178022864,58.76334906081104,0.0391755660405406,0.1561275356409745,0.3333333333333333,297.29114745132966,2.0,0.5,0.3333333333333333,"[0.34339011553674936, 0.10487545654177666, 0.06176347564905882]","[0.17983453255146742, 0.061900501139461994, 0.02622966282069683]","[139, 331]",331.0,"[0.20449295453727245, 0.23513012658804655]","[0.0011386405676603317, 0.07104045618325472]",1.0,137.0,137.0,OPTIMAL,2.182365878485143,42.708333333333336,0.4407621113518535
40,4,150,3000,8,750,2,10,3355,2.12086664699018,[0.7184584569185972],[1.4024081900715828],OPTIMAL,143.0,143.0,5,"[690, 670, 605, 415, 620]",0.8421395978566244,"[0.708623270260092, 0.8631256905575976, 0.8427557287143181, 0.6784650275231944, 0.5864015113755925]",0.5864015113755925,0.0198736716831477,0.0033699821180022,"[0.259092320087767, 0.15937592477284807, 0.1682365214301767, 0.17576439627142232, 0.14655686601227538]","[178.77370086055922, 106.78186959780821, 101.7830954652569, 72.94222445264026, 90.86525692761074]","[2.5721308042246775, 2.2258958026388673, 2.153784284836581, 2.2258958026388673, 1.8797273167343964]",675.0817536619618,2.572130804224677,123.93560635808647,0.0413118687860288,0.1835860704064622,0.2,423.465883304115,0.2,0.25,4.0,"[0.4024034542962909, 0.12972237449139357, 0.10770377796143293, 0.06834198627620935, 0.37497658748179674]","[0.11997613310813904, 0.18179409950971603, 0.07799470983445644, 0.049635106697678566, 0.05859540030360222]","[370, 763, 1140, 1563, 2042, 2536]",2536.0,"[0.10000226087868214, 0.7653304422274232, 0.7990506226196885, 0.8436863301321864, 0.6166581129655242, 0.6151614934206009]","[0.002364053390920162, 0.057479750365018845, 0.059637793339788914, 0.11193153355270624, 0.20414537005126476, 0.8937015794217587]",5.0,144.0,144.0,OPTIMAL,8.89124482870102,0.6993006993006993,0.238534275891718
40,4,150,3000,8,750,2,10,3356,3.702311355620623,[0.795424422249198],[2.9068869333714247],OPTIMAL,198.0,198.0,5,"[730, 715, 585, 500, 470]",0.8599718581425906,"[0.8564337474035318, 0.7802566672502135, 0.8371786913089804, 0.6754490756417965, 0.6298720331214084]",0.6298720331214084,0.0264181296874565,0.0045182730331112,"[0.23367523348161268, 0.19323467160014, 0.18946658325258153, 0.18386730468944418, 0.3070922311953126]","[170.58292044157724, 138.1627901941001, 110.8379512027602, 91.93365234472209, 144.33334866179692]","[2.2980073204411537, 2.3768921424182907, 2.318087897394612, 1.9374497314297223, 2.4796800874754483]",768.6675668986459,2.5862579049239747,112.81690405368931,0.0376056346845631,0.1467694344236827,0.2,322.6581492383562,1.8,0.25,0.4444444444444444,"[0.1784680988639593, 0.13021942134946585, 0.41818998847156763, 0.10908679477870464, 0.09577769879251719]","[0.15652359370142221, 0.16046988405287266, 0.1467660078778863, 0.05832414887845516, 0.079172451980412]","[366, 771, 1165]",1165.0,"[0.09403393790125847, 0.7487524105235934, 0.8049522619694471]","[0.002276211977005005, 0.059308755211532116, 0.3654424212872982]",2.0,260.0,260.0,OPTIMAL,5.227613206021488,31.31313131313131,0.7082221292417105
40,4,150,3000,8,750,2,10,3357,2.20838950201869,[0.771267200820148],[1.4371223011985421],OPTIMAL,166.0,166.0,5,"[665, 650, 510, 450, 725]",0.8366224142361894,"[0.830050813541061, 0.691710403056177, 0.6632378697170098, 0.698235448054502, 0.6854063330497306]",0.6632378697170098,0.0198499371692599,0.0022203332728538,"[0.26095173852237485, 0.12723575489402608, 0.1245173321822384, 0.16098094148318526, 0.1837848328110149]","[173.53290611737927, 82.70324068111695, 63.50383941294158, 72.44142366743337, 133.2440037879858]","[2.6835578783421843, 1.6816727670342946, 2.141024993609969, 2.507568569673162, 2.4235256841782404]",645.7132343351526,2.6835578783421843,120.28782066829558,0.0400959402227651,0.1862867512572536,0.2,279.8941132446578,5.6,0.25,0.14285714285714285,"[0.43487869296222925, 0.12658480554819107, 0.11403497774153948, 0.07267769891768694, 0.4269999647513032]","[0.13754859752953053, 0.06508960016071796, 0.05226415954530239, 0.05355549231171608, 0.08825067151337862]","[415, 842, 1243, 1690]",1690.0,"[0.10440042428672314, 0.7912017842754722, 0.5638459175825119, 0.5990117844194174]","[0.0024944785982370377, 0.058984698727726936, 0.061792549677193165, 0.6837299950420856]",3.0,201.0,201.0,OPTIMAL,6.451927264221013,21.08433734939759,0.3422836947132455
40,4,150,3000,8,750,2,10,3358,1.7055689319968224,[0.8078678594902158],[0.8977010725066066],OPTIMAL,172.0,172.0,5,"[695, 625, 590, 575, 515]",0.8861971370796222,"[0.88330448101773, 0.8623682968272066, 0.7761377646642695, 0.8028846948235104, 0.6184979689673813]",0.6184979689673813,0.0134919193303563,0.0032975511042956,"[0.26125443898245515, 0.28185319910699425, 0.0856077204130124, 0.17803273920173293, 0.10869599692689381]","[181.57183509280634, 176.1582494418714, 50.50855504367732, 102.36882504099644, 55.97843841735031]","[2.144223035604573, 2.370401681195085, 1.7701188382434399, 2.011171613516378, 1.619881005967514]",637.7410506119173,2.370401681195085,71.15514757521544,0.0237183825250718,0.1115737296616392,0.2,313.70511469491413,4.8,0.25,0.16666666666666666,"[0.1563815614208579, 0.11409537773579359, 0.13011351972818375, 0.426189549267292, 0.11075887735933065]","[0.1352249328047037, 0.10518910828977823, 0.06803776510059834, 0.10566196590662003, 0.05760717298835516]","[285, 663, 1022, 1429, 1890, 2389]",2389.0,"[0.08023018948733807, 0.7198623009026051, 0.7756267795339227, 0.5630069402977824, 0.8536074226722121, 0.8501493372023106]","[0.002101725898683071, 0.04940822068601847, 0.05476097948849201, 0.2409054171293974, 0.3107996890321374, 0.6506748404353857]",5.0,172.0,172.0,OPTIMAL,8.506339815445244,0.0,0.2005056192206152
40,4,150,3000,8,750,2,10,3359,4.025320373475552,[0.8136140992864966],[3.211706274189055],OPTIMAL,208.0,208.0,5,"[700, 665, 605, 510, 520]",0.8525879959030433,"[0.8786235649489489, 0.8403581300367137, 0.7954171998148766, 0.6613638852311929, 0.4990700231221422]",0.4990700231221422,0.030070819508075,0.0026230677887698,"[0.29490025377142515, 0.14001157946248882, 0.13332746164479167, 0.1482951107543028, 0.12931673115228762]","[206.4301776399976, 93.10770034255506, 80.66311429509896, 75.63050648469442, 67.24470019918957]","[2.9633455340685892, 2.098007320441154, 2.0387050047574307, 2.5239031230800206, 2.1972506277876245]",651.1542264810739,2.963345534068589,128.0780275195383,0.0426926758398461,0.1966938435023185,0.2,533.2795972927975,1.8,0.25,0.4444444444444444,"[0.16035557352006435, 0.138492482714355, 0.4319506539031863, 0.08652677666395903, 0.11546977423131466]","[0.15294984448701143, 0.08526981715112925, 0.07727468851953745, 0.0628941860049963, 0.04898522049188614]","[350, 727, 1093]",1093.0,"[0.09774356801062822, 0.7204303564503789, 0.7661036234349012]","[0.0023822709918022156, 0.05256272107362747, 0.2975228037685156]",2.0,262.0,262.0,OPTIMAL,4.89195757266134,25.96153846153846,0.8228444980739443
40,4,150,3000,8,750,2,10,3360,5.467968372628093,"[1.034603743813932, 0.9899697871878743]","[0.4507962726056576, 2.992598569020629]",OPTIMAL,158.0,158.0,5,"[725, 650, 650, 600, 375]",0.8795419504535802,"[0.850216386765381, 0.7621712080541242, 0.8775863820882408, 0.7593608397801963, 0.5697107269909375]",0.5697107269909375,0.0164244150462767,0.0026430709048022,"[0.1555366323623736, 0.23498525108047238, 0.19699735392870799, 0.28610398209937693, 0.09402562751651555]","[112.76405846272087, 152.74041320230705, 128.0482800536602, 171.66238925962617, 35.25961031869333]","[2.0725277820974295, 2.670626240559879, 2.2481188482921297, 2.7075685696731617, 1.598505901115333]",714.9608655770869,2.8517916052777346,114.48611428007928,0.0381620380933597,0.1601292039774942,0.2,245.24370162313133,0.2,0.25,4.0,"[0.52718526404351, 0.18472308665513992, 0.14499007817357779, 0.485934853553772, 0.1139885587617755]","[0.29260293766856194, 0.23787484597414732, 0.11639409605413675, 0.1196182519197464, 0.05989270377904177]","[297, 736, 1130]",1130.0,"[0.13504664786159992, 1.0331819783896208, 1.083457219414413]","[0.0031600985676050186, 0.1397129576653242, 0.5166617995128036]",2.0,197.0,197.0,OPTIMAL,6.9662737818434834,24.68354430379747,0.7849201084917891
40,4,150,3000,8,750,2,10,3361,2.432914917357266,[1.0761377001181245],[1.3567772172391415],OPTIMAL,205.0,205.0,5,"[705, 620, 580, 500, 595]",0.8396271519007474,"[0.7856949781247213, 0.8064275361943978, 0.7573426437335518, 0.7499474268685122, 0.5496303210589146]",0.5496303210589146,0.0202172356920357,0.0037460089444846,"[0.1538612423517007, 0.18523953236495408, 0.22086254954212312, 0.2804276530140425, 0.15861054048796208]","[108.472175857949, 114.84851006627153, 128.1002787344314, 140.21382650702125, 94.37327159033744]","[2.195564238814298, 1.8211151780228634, 2.4873877949932, 1.8154417312399889, 2.908148841520468]",718.9995594692992,2.908148841520468,132.9914967132886,0.0443304989044295,0.1849674244741763,0.2,453.2648132527384,0.4,0.25,2.0,"[0.16602752171456814, 0.11116632167249918, 0.1079727103933692, 0.45201556105166674, 0.14279139786958694]","[0.20364883728325367, 0.12077596783638, 0.11688392888754606, 0.11529126111418009, 0.06576069351285696]","[376, 781, 1182]",1182.0,"[0.10189041309058666, 0.7700842125341296, 0.8295750468969345]","[0.002438625320792198, 0.057339939288794994, 0.46725523192435503]",2.0,282.0,282.0,OPTIMAL,5.434704557061195,37.5609756097561,0.4476627739029956
40,4,150,3000,8,750,2,10,3362,2.171674521639943,[0.8089815797284245],[1.3626929419115186],OPTIMAL,181.0,181.0,6,"[665, 480, 465, 405, 375, 610]",0.8056479078429241,"[0.6860123785545372, 0.7712599710317748, 0.7821406946052791, 0.5677219746879602, 0.5872743012011117, 0.6271018741158566]",0.5677219746879602,0.0199705307919418,0.0035770773083951,"[0.20068847576564533, 0.12466100480983701, 0.23777630819182338, 0.12029183386486729, 0.07965220634348746, 0.16991772153573131]","[133.45783638415415, 59.83728230872176, 110.56598330919788, 48.71819271527125, 29.869577378807797, 103.6498101367961]","[2.173409896216999, 2.1368152877970954, 2.8748994628594438, 1.8048770354161074, 1.7278884821977136, 2.265338213627436]",637.0722336425218,2.874899462859444,150.9735514095729,0.0503245171365243,0.2369802723093582,0.1666666666666666,272.0663131899743,1.3333333333333333,0.25,0.5,"[0.17079596128314734, 0.40756759513169527, 0.0860344534739852, 0.08402075245976448, 0.08297556918114424, 0.11984527390450239]","[0.10900865402072668, 0.0806742338463664, 0.07672449108213186, 0.039113680832087994, 0.03707946464419365, 0.05830145999789238]","[444, 860, 1256, 1703]",1703.0,"[0.37029150500893593, 0.8520034961402416, 0.6054405756294727, 0.8723195716738701]","[0.0027729561552405357, 0.06153946649283171, 0.06510345544666052, 0.4703725380823016]",3.0,212.0,212.0,OPTIMAL,6.445835932157934,17.12707182320442,0.3369112314518547
40,4,150,3000,8,750,2,10,3363,1.72441437933594,[0.8111331192776561],[0.9132812600582838],OPTIMAL,192.0,192.0,5,"[710, 615, 615, 525, 535]",0.8475880837745873,"[0.7898704838699372, 0.8428340604172695, 0.8081318114280794, 0.6724497361652034, 0.5226901024416649]",0.5226901024416649,0.0258044935217883,0.0032283128802765,"[0.2784027165675362, 0.20758805281094345, 0.16327361739713386, 0.14068092741656427, 0.10675462783522047]","[197.66592876295067, 127.66665247873023, 100.41327469923733, 73.85748689369623, 57.11372589184295]","[2.098007320441153, 2.063658736756393, 2.165338213627436, 2.3653382136274352, 1.5816727670342945]",658.1995693517591,2.393226695825149,101.48250062530178,0.0338275002084339,0.1541819614453632,0.2,378.7964945365432,0.2,0.25,4.0,"[0.168260526843369, 0.11414404306560755, 0.44692172296345234, 0.11237238626927137, 0.12623619381338358]","[0.15694539342075586, 0.12161923479288816, 0.1284200195223093, 0.06227937340736389, 0.05041921231895685]","[375, 775, 1174, 1606]",1606.0,"[0.11148370988667011, 0.7998100658878684, 0.8442267728969455, 0.8828460648655891]","[0.0026123281568288803, 0.060012576170265675, 0.0640228558331728, 0.3673672676086426]",3.0,220.0,220.0,OPTIMAL,6.408636128529906,14.583333333333334,0.2690766560546647
40,4,150,3000,8,750,2,10,3364,4.65772885363549,[1.0250318376347423],[3.6326970160007477],OPTIMAL,232.0,232.0,5,"[740, 735, 735, 540, 250]",0.8969682534840963,"[0.8580275016843056, 0.8661535632543987, 0.8495249842359549, 0.698204563326501, 0.6256044331902276]",0.6256044331902276,0.0349281872248494,0.0020349101187176,"[0.23908445276099677, 0.23654148184927629, 0.2777720446182437, 0.11539772765966666, 0.18236327529967933]","[176.92249504313762, 173.85798915921808, 204.1624527944091, 62.314772936219995, 45.59081882491983]","[2.251021874164234, 2.2935650742713802, 2.5768921424182905, 2.198007320441154, 1.8831271244438526]",761.2785366285673,2.5768921424182905,98.43000787066272,0.0328100026235542,0.1292956561030146,0.2,192.29224312018704,3.8,0.25,0.21052631578947367,"[0.16885528340935707, 0.1303680781275034, 0.45576154068112373, 0.11407408490777016, 0.055716260336339474]","[0.23202097415924072, 0.13743204809725285, 0.2739113224670291, 0.08219800516963005, 0.025735076516866684]","[228, 626, 1000, 1409, 1860]",1860.0,"[0.06698812171816826, 0.712154601700604, 0.7660393808037043, 0.5373183442279696, 0.820713828317821]","[0.001729339361190796, 0.04347657784819603, 0.05199891235679388, 0.15024499781429768, 0.9950838014483452]",4.0,241.0,241.0,OPTIMAL,7.652284701354802,3.8793103448275854,0.6086716628317371
60,6,150,4500,8,750,2,10,3365,2.782343708910048,[1.4833809565752745],[1.2989627523347735],OPTIMAL,207.0,207.0,7,"[745, 730, 705, 560, 550, 470, 740]",0.8612380893509525,"[0.871480922938069, 0.7881430847551459, 0.791416836228889, 0.7189950155532454, 0.8085399383544153, 0.6792642631364595, 0.6552376126300519]",0.6552376126300519,0.0144864867924863,0.0031318356118055,"[0.1302396385179282, 0.1571474176836092, 0.14156269182747014, 0.10729438723246719, 0.17905893755628935, 0.2000718883026595, 0.16324890054109706]","[97.0285306958565, 114.71761490903472, 99.80169773836644, 60.08485685018162, 98.48241565595914, 94.03378750224996, 120.80418640041182]","[2.0095612492320085, 1.9472602709988203, 2.8796800874754482, 1.9654637706112965, 2.2447497243434027, 2.286453391650299, 2.242230356045726]",822.6276645610621,2.879680087475448,137.6745748090019,0.0305943499575559,0.1673595245332467,0.1428571428571428,338.4302990996024,2.4285714285714284,0.16666666666666666,0.35294117647058826,"[0.18297989573329687, 0.15428595803678036, 0.1510811960324645, 0.6380235012620687, 0.11078654322773218, 0.11973637714982033, 0.16756560746580362]","[0.0973812835291028, 0.130624832585454, 0.16169339325278997, 0.07678128685802221, 0.08657763618975878, 0.07373666577041149, 0.08280490338802338]","[566, 1154, 1730]",1730.0,"[0.181656401604414, 1.1581972502171993, 1.2820365838706493]","[0.004147795028984547, 0.08980507124215364, 0.6925934366881847]",2.0,283.0,283.0,OPTIMAL,8.084013313986361,36.71497584541063,0.3441785163931191
60,6,150,4500,8,750,2,10,3366,6.186209785751998,[1.2514182664453983],[4.9347915193066],OPTIMAL,223.0,223.0,7,"[750, 715, 665, 655, 640, 615, 460]",0.8698879499259081,"[0.7688928167131519, 0.7840912476890001, 0.8710147851946042, 0.7444607692403035, 0.8196327634743987, 0.8219793194046316, 0.5453660968273227]",0.5453660968273227,0.0105460648976856,0.0025713008703338,"[0.11508201347658192, 0.12376975999671003, 0.19262628323935718, 0.11579843320990713, 0.2237581268240191, 0.18743800824793502, 0.16781675668698953]","[86.31151010743645, 88.49537839764767, 128.09647835417252, 75.84797375248917, 143.20520116737222, 115.27437507248004, 77.19570807601518]","[1.5868134076299747, 2.3526841397058176, 1.6721115178022863, 1.8653382136274357, 2.3699804499250545, 2.0470109806617303, 2.269112855252821]",837.2705177665478,2.3699804499250545,122.8438928389345,0.0272986428530965,0.1467194774354156,0.1428571428571428,190.4575081836732,1.7142857142857142,0.16666666666666666,0.5,"[0.19833265524357557, 0.152486857958138, 0.5585807859897614, 0.15383218321949244, 0.13254829961806536, 0.11953285988420248, 0.11294034216552973]","[0.11469774413853884, 0.08603892754763365, 0.2590903118252754, 0.11052837315946817, 0.07944430038332939, 0.08988078590482473, 0.03952187951654196]","[452, 1081, 1669]",1669.0,"[0.12806643825024366, 0.8375132670626044, 0.8942734627053142]","[0.002996806986629963, 0.09010015800595284, 0.506541145965457]",2.0,303.0,303.0,OPTIMAL,7.765155637636781,35.874439461883405,0.7966626909276846
60,6,150,4500,8,750,2,10,3367,8.639056131243706,[1.2530944114550948],[7.385961719788611],OPTIMAL,196.0,196.0,7,"[730, 715, 680, 675, 555, 475, 670]",0.8692486709239263,"[0.8652311680411804, 0.8684504702453034, 0.8384096456426707, 0.8165276959716127, 0.7509594662702791, 0.652197683790408, 0.5885424550461025]",0.5885424550461025,0.0162465542670083,0.0036354595995882,"[0.14351845007227199, 0.177917166977025, 0.19292630530145646, 0.1426757057038956, 0.17688950974182405, 0.14661373707832187, 0.08068188623153186]","[104.76846855275855, 127.21077438857289, 131.1898876049904, 96.30610135012952, 98.17367790671234, 69.64152511220288, 54.056863775126345]","[2.0590427978202746, 2.1912340162663027, 2.163345534068589, 1.8049704748000182, 1.964907097981818, 2.4047806246160044, 2.153784284836581]",791.3213770167633,2.4047806246160044,109.9740783262704,0.0244386840725045,0.1389752400481425,0.1428571428571428,356.6783680563139,1.1428571428571428,0.16666666666666666,0.75,"[0.18445890210568905, 0.1610333900898695, 0.5631705541163683, 0.14551737532019615, 0.11742124706506729, 0.10342931561172009, 0.1638327231630683]","[0.1437989678233862, 0.21126796025782824, 0.17960113193839788, 0.08146243542432785, 0.10569296590983868, 0.06894838903099298, 0.07455258537083864]","[427, 1023, 1589]",1589.0,"[0.1587372813373804, 0.8063047202304006, 1.2593159098178148]","[0.0035701552405953407, 0.08906584419310093, 0.4181913947686553]",2.0,251.0,251.0,OPTIMAL,7.766756123863161,28.06122448979592,1.1123120120510062
60,6,150,4500,8,750,2,10,3368,3.8607754623517394,[1.2210688292980194],[2.63970663305372],OPTIMAL,202.0,202.0,8,"[730, 690, 630, 625, 535, 390, 375, 525]",0.8422723604106371,"[0.85932596777413, 0.7488381402382233, 0.7302364617610085, 0.8459079404834329, 0.6467737797405011, 0.6605736052965966, 0.7068176899729727, 0.5457573714404639]",0.5457573714404639,0.0212609476587046,0.0026814386220904,"[0.18991931760443972, 0.1396542311343289, 0.14339464654226688, 0.2045550381732343, 0.13471103813565652, 0.17562483511134896, 0.04995526932288403, 0.1028208333345788]","[138.641101851241, 96.36141948268694, 90.33862732162814, 127.84689885827144, 72.07040540257624, 68.4936856934261, 18.73322599608151, 53.980937500653866]","[1.979212066851013, 2.1349496495544367, 1.825895802638867, 2.1811971024824426, 2.1394616974109595, 1.950148482842907, 1.4427289367199057, 1.7701188382434396]",793.6759430864292,2.1811971024824426,127.20964097986403,0.0282688091066364,0.1602790686649941,0.125,187.0013248380573,0.625,0.16666666666666666,1.2,"[0.16947015933692455, 0.14401037339121103, 0.12463782820850611, 0.5497533287853003, 0.12377958279103041, 0.09187373332679272, 0.07868966460227966, 0.12974875885993242]","[0.17455472890287638, 0.10029550921171904, 0.0843526916578412, 0.18943840358406305, 0.07039001490920782, 0.0511629069224, 0.03973434492945671, 0.05726181995123625]","[494, 1091, 1667]",1667.0,"[0.1544877765700221, 1.1547341821715236, 1.2108123768121004]","[0.0033716578036546707, 0.09134881943464279, 0.41242906264960766]",2.0,273.0,273.0,OPTIMAL,7.624268882907927,35.148514851485146,0.5063797620001073
60,6,150,4500,8,750,2,10,3369,3.2401300240308046,[1.2145972168073058],[2.025532807223499],OPTIMAL,249.0,249.0,8,"[740, 635, 635, 505, 450, 410, 385, 740]",0.8123916875617694,"[0.8889429115748608, 0.7183540641510656, 0.6933719458201141, 0.6790561758073497, 0.5553214454910174, 0.6247473954748192, 0.6240854302632447, 0.6211086589078971]",0.5553214454910174,0.0274662055078343,0.002435676170801,"[0.20472630671382336, 0.1239234368385504, 0.1023069138681622, 0.14032237336959855, 0.1101507243021794, 0.14566206391861566, 0.16269458060293043, 0.1278131344470167]","[151.49746696822928, 78.6913823924795, 64.964890306283, 70.86279855164726, 49.56782593598073, 59.72144620663242, 62.63741353212822, 94.58171949079235]","[2.730676427254872, 1.8884460712091453, 2.144223035604573, 2.101200508848603, 1.882906939089644, 1.8077985735878606, 1.8027879450571576, 2.0191224984640166]",823.8437681854821,2.730676427254872,191.31882480130923,0.0425152944002909,0.2322270704583433,0.125,158.17094818680732,1.0,0.16666666666666666,0.75,"[0.1772699523717165, 0.15357164945453405, 0.5528129246085882, 0.10315767209976912, 0.115818134509027, 0.08433999586850405, 0.08201662171632051, 0.15575260948389769]","[0.20849651005119085, 0.11620417051017284, 0.06512798555195332, 0.0556172588840127, 0.047763035632669926, 0.05636181030422449, 0.03469434008002281, 0.08164146821945906]","[647, 1250, 1839, 2496, 3215, 3966]",3966.0,"[0.5231422316282988, 1.25915209017694, 1.3765458771958947, 1.3848062930628657, 1.4271806478500366, 1.424845672212541]","[0.0042314911261200905, 0.10108520742505789, 0.11652713548392057, 0.5770273339003325, 0.6942711919546127, 1.8605220848694444]",5.0,249.0,249.0,OPTIMAL,15.859678364358842,0.0,0.2042998571340695
60,6,150,4500,8,750,2,10,3370,6.51983196195215,"[1.595359385944903, 2.220846679992974]","[0.663136257790029, 2.040489638224244]",OPTIMAL,231.0,231.0,7,"[745, 735, 695, 685, 655, 390, 595]",0.8756469789805246,"[0.8060321306956294, 0.8582569439226222, 0.8499106392087947, 0.8173733430772004, 0.7990794464670408, 0.6598784273107366, 0.6006259798910258]",0.6006259798910258,0.0190594219697938,0.0028221203773399,"[0.18031600161463318, 0.17032551687695535, 0.18660387227438335, 0.10384022665241746, 0.15963582913415567, 0.1076947099713537, 0.11880951128950226]","[134.33542120290173, 125.18925490456219, 129.68969123069644, 71.13055525690596, 104.56146808287197, 42.000936888827944, 70.69165921725384]","[2.2500289296335865, 2.4193153200642237, 2.130938872960442, 1.7653382136274356, 2.430676427254871, 2.2980073204411537, 2.3557962508178187]",773.5605799315697,2.430676427254871,95.9615931475497,0.0213247984772332,0.1240518139586618,0.1428571428571428,308.81861168041814,0.5714285714285714,0.16666666666666666,1.5,"[0.25993840862065554, 0.20960189029574394, 0.6782008493319154, 0.18895498849451542, 0.18245029635727406, 0.12529207207262516, 0.18431665655225515]","[0.18660873919725418, 0.20572786312550306, 0.12753095757216215, 0.164444949477911, 0.16957535035908222, 0.07363572996109724, 0.11146205943077803]","[421, 1057, 1652, 2312]",2312.0,"[0.20366391818970442, 1.6099102711305022, 1.7021204140037298, 1.8164008343592286]","[0.004369208589196205, 0.13347710948437452, 0.14621924050152302, 1.1549434456974268]",3.0,260.0,260.0,OPTIMAL,12.929472589865329,12.554112554112557,0.5042612462833691
60,6,150,4500,8,750,2,10,3371,3.564773635938764,[1.3554512206465006],[2.209322415292263],OPTIMAL,217.0,217.0,8,"[745, 690, 650, 550, 515, 420, 420, 510]",0.8596522839942542,"[0.8604167549389397, 0.8753768181112294, 0.8238195342647713, 0.6968476086532575, 0.7370407613304133, 0.6445572973965794, 0.6705103173072523, 0.6276670687953413]",0.6276670687953413,0.0258166546375943,0.0034109837092968,"[0.18824443798587467, 0.20007621760156055, 0.16814958827020376, 0.20986405225285165, 0.09156028442440152, 0.13723442571495584, 0.16393990198439534, 0.11937596725318739]","[140.24210629947663, 138.05259014507678, 109.29723237563245, 115.4252287390684, 47.15354647856678, 57.63845880028145, 68.85475883344604, 60.88174329912557]","[2.3980073204411534, 2.3317284784097074, 2.163345534068589, 3.9565722298937387, 1.983665446593141, 2.5376395816137363, 2.2892885659664044, 1.6934759861622393]",874.8573508499649,3.956572229893738,137.31168587929074,0.0305137079731757,0.1569532287129199,0.125,268.6787007823067,0.125,0.16666666666666666,6.0,"[0.17954527400434017, 0.1324207540601492, 0.19294893834739923, 0.30332890897989273, 0.653177228756249, 0.10124244727194309, 0.09879114106297493, 0.11898251343518496]","[0.11720272153615952, 0.27978153247386217, 0.11975949630141258, 0.08322566654533148, 0.06821024604141712, 0.04075263626873493, 0.043231088668107986, 0.05244474019855261]","[479, 1101, 1686, 2341, 3073, 3835]",3835.0,"[0.1459479769691825, 1.2301079388707876, 1.2971854209899902, 1.35288324393332, 1.4164821319282055, 1.4008817179128528]","[0.0033335424959659576, 0.09531581588089466, 0.33157073333859444, 0.4692985052242875, 0.6284470735117793, 1.3973057586699724]",5.0,217.0,217.0,OPTIMAL,15.304625326767564,0.0,0.2329213267118684
60,6,150,4500,8,750,2,10,3372,4.65412884671241,[1.5543293748050928],[3.0997994719073176],OPTIMAL,220.0,220.0,8,"[725, 695, 665, 550, 515, 480, 460, 410]",0.8399423562036042,"[0.7061007093201573, 0.855751394467284, 0.7575995589644268, 0.7576549309297992, 0.7373287062450435, 0.7227102108190142, 0.6072768537884199, 0.505885303769768]",0.505885303769768,0.0208454787403712,0.0035682446236272,"[0.16194210871796777, 0.28026775506490265, 0.21487292136750125, 0.12305469053594194, 0.0910613392278951, 0.08759514432315128, 0.1099374309662836, 0.06687162698172336]","[117.40802882052662, 194.78608977010734, 142.89049270938833, 67.68007979476806, 46.89658970236597, 42.045669275112616, 50.57121824449045, 27.417367062506578]","[2.0047806246160045, 2.596014640882307, 2.2163345534068584, 1.7826071703771962, 1.6585649094525852, 1.5967520471134453, 1.747872152668392, 2.2691128552528212]",834.3559377417453,2.596014640882307,144.66040236247932,0.0321467560805509,0.1733797241904234,0.125,254.4066058626663,0.625,0.16666666666666666,1.2,"[0.19402068387717009, 0.5857586311176419, 0.1282985471189022, 0.1281887423247099, 0.10974197834730148, 0.09848801977932453, 0.10130612179636955, 0.5653834110125899]","[0.10803302004933357, 0.21171542536467314, 0.14261785335838795, 0.06603683065623045, 0.06934551615267992, 0.05992599576711655, 0.05519573949277401, 0.038506682962179184]","[603, 1238, 1834, 2507]",2507.0,"[0.18058196734637022, 1.299371630884707, 1.3752911109477282, 1.4587282808497548]","[0.004192175343632698, 0.0995339946821332, 0.10199174005538225, 0.8744306387379766]",3.0,271.0,271.0,OPTIMAL,10.768567874096334,23.181818181818183,0.4321957108064354
